,gain,neutral,loss
MGST2,6,42,60
MGST3,57,45,6
MHRT,31,43,34
MIA,51,41,16
MIA-RAB4B,51,41,16
MIA3,51,47,10
MIAT,54,43,11
MIATNB,54,43,11
MIB1,40,48,20
MIB2,37,36,35
MICA,32,53,23
MICAL1,18,60,30
MICAL2,22,53,33
MICAL3,58,39,11
MICALCL,22,52,34
MICALL1,54,41,13
MICALL2,71,29,8
MICB,32,53,23
MICU1,11,52,45
MICU2,9,34,65
MICU3,11,22,75
MID1,6,14,88
MID1IP1,3,16,89
MID1IP1-AS1,3,16,89
MID2,9,14,85
MIDN,30,48,30
MIEF1,50,45,13
MIEF2,18,28,62
MIEN1,43,50,15
MIER1,5,61,42
MIER2,31,49,28
MIER3,6,25,77
MIF,55,43,10
MIF-AS1,55,43,10
MIF4GD,59,45,4
MIGA1,5,58,45
MIGA2,18,38,52
MIIP,13,54,41
MILR1,58,46,4
MIMT1,38,47,23
MINA,67,29,12
MINCR,71,31,6
MINK1,13,29,66
MINOS1,11,56,41
MINOS1-NBL1,11,56,41
MINOS1P1,11,32,65
MINPP1,5,53,50
MIOS,55,39,14
MIOX,47,42,19
MIP,38,61,9
MIPEP,9,34,65
MIPEPP3,8,35,65
MIPOL1,41,38,29
MIR1-1,61,35,12
MIR1-1HG,61,31,16
MIR1-2,40,48,20
MIR100,21,58,29
MIR100HG,21,58,29
MIR101-1,6,61,41
MIR101-2,17,19,72
MIR103A1,4,29,75
MIR103A2,52,49,7
MIR103B1,4,29,75
MIR103B2,52,49,7
MIR105-1,9,17,82
MIR105-2,9,17,82
MIR106A,8,16,84
MIR106B,52,51,5
MIR107,5,54,49
MIR10A,47,53,8
MIR10B,44,60,4
MIR1178,27,67,14
MIR1179,31,57,20
MIR1180,19,27,62
MIR1181,19,50,39
MIR1182,51,47,10
MIR1183,53,39,16
MIR1184-1,11,14,83
MIR1184-2,11,14,83
MIR1184-3,11,14,83
MIR1185-1,35,37,36
MIR1185-2,35,37,36
MIR1193,36,36,36
MIR1197,36,36,36
MIR1199,22,48,38
MIR1200,51,39,18
MIR1202,17,60,31
MIR1203,47,53,8
MIR1204,84,22,2
MIR1205,84,22,2
MIR1206,84,22,2
MIR1207,84,21,3
MIR1208,84,21,3
MIR122,21,42,45
MIR1224,98,9,1
MIR1225,45,46,17
MIR1226,2,17,89
MIR1227,30,47,31
MIR1228,40,60,8
MIR1229,6,29,73
MIR1231,53,48,7
MIR1233-1,18,58,32
MIR1233-2,18,58,32
MIR1234,71,28,9
MIR1236,32,53,23
MIR1237,30,65,13
MIR1238,19,50,39
MIR124-1,12,22,74
MIR124-2,56,39,13
MIR124-2HG,56,39,13
MIR124-3,48,46,14
MIR1243,3,47,58
MIR1244-1|chr12,63,39,6
MIR1244-1|chr2,17,62,29
MIR1244-1|chr5,6,28,74
MIR1244-2|chr12,63,39,6
MIR1244-2|chr2,17,62,29
MIR1244-2|chr5,6,28,74
MIR1244-3|chr12,63,39,6
MIR1244-3|chr2,17,62,29
MIR1244-3|chr5,6,28,74
MIR1245A,41,58,9
MIR1245B,41,58,9
MIR1246,44,60,4
MIR1247,35,37,36
MIR1248,97,10,1
MIR1249,50,40,18
MIR1250,66,34,8
MIR1251,28,68,12
MIR1252,30,64,14
MIR1253,15,29,64
MIR1254-1,10,53,45
MIR1254-2,28,47,33
MIR1255A,4,46,58
MIR1255B1,9,36,63
MIR1255B2,57,46,5
MIR1256,11,56,41
MIR1257,48,46,14
MIR1258,43,60,5
MIR125A,36,47,25
MIR125B1,21,58,29
MIR125B2,21,47,40
MIR126,32,36,40
MIR1260A,30,44,34
MIR1260B,23,59,26
MIR1261,26,60,22
MIR1262,5,60,43
MIR1263,95,13,0
MIR1264,6,14,88
MIR1265,30,49,29
MIR1266,21,58,29
MIR1267,16,38,54
MIR1268A|chr15,26,43,39
MIR1268A|chr19,15,54,39
MIR1268A|chr9,18,38,52
MIR1268B,55,44,9
MIR1269A,12,46,50
MIR1269B,15,28,65
MIR127,34,39,35
MIR1270,29,48,31
MIR1271,6,29,73
MIR1272,22,62,24
MIR1273A,67,36,5
MIR1273C,17,60,31
MIR1273D,11,54,43
MIR1273E,58,46,4
MIR1273F,6,67,35
MIR1273G,7,67,34
MIR1273H,29,59,20
MIR1275,32,55,21
MIR1276,30,58,20
MIR1277,7,16,85
MIR1278,51,47,10
MIR1279,43,58,7
MIR128-1,34,67,7
MIR128-2,5,21,82
MIR1281,48,46,14
MIR1282,18,59,31
MIR1283-1,38,46,24
MIR1283-2,38,46,24
MIR1284,2,15,91
MIR1285-1,54,50,4
MIR1285-2,65,40,3
MIR1286,58,39,11
MIR1287,6,55,47
MIR1288,16,29,63
MIR1289-1,63,40,5
MIR1289-2,6,29,73
MIR129-1,40,51,17
MIR129-2,21,62,25
MIR1290,11,55,42
MIR1291,42,59,7
MIR1292,52,45,11
MIR1293,40,60,8
MIR1294,6,30,72
MIR1295A,55,48,5
MIR1295B,55,48,5
MIR1296,12,51,45
MIR1297,5,31,72
MIR1298,6,14,88
MIR1299,27,13,68
MIR1301,66,40,2
MIR1302-1,29,66,13
MIR1302-10|chr1,42,50,16
MIR1302-10|chr15,58,43,7
MIR1302-10|chr19,63,35,10
MIR1302-10|chr9,50,29,29
MIR1302-11|chr1,42,50,16
MIR1302-11|chr15,58,43,7
MIR1302-11|chr19,63,35,10
MIR1302-11|chr9,50,29,29
MIR1302-2|chr1,42,50,16
MIR1302-2|chr15,58,43,7
MIR1302-2|chr19,63,35,10
MIR1302-2|chr9,50,29,29
MIR1302-3,43,62,3
MIR1302-4,31,62,15
MIR1302-5,51,47,10
MIR1302-6,56,37,15
MIR1302-7,75,27,6
MIR1302-8,20,34,54
MIR1302-9|chr1,42,50,16
MIR1302-9|chr15,58,43,7
MIR1302-9|chr19,63,35,10
MIR1302-9|chr9,50,29,29
MIR1303,6,30,72
MIR1304,23,60,25
MIR1305,4,36,68
MIR1306,58,39,11
MIR1307,6,58,44
MIR130A,32,69,7
MIR130B,58,39,11
MIR132,16,28,64
MIR1321,5,18,85
MIR1322,11,23,74
MIR1323,38,46,24
MIR1324,3,13,92
MIR133A1,40,48,20
MIR133A1HG,40,48,20
MIR133A2,57,38,13
MIR133B,41,57,10
MIR134,35,37,36
MIR1343,26,56,26
MIR135A1,3,15,90
MIR135A2,28,68,12
MIR135B,52,50,6
MIR136,34,39,35
MIR137,5,51,52
MIR137HG,5,51,52
MIR138-1,5,19,84
MIR138-2,19,52,37
MIR139,36,57,15
MIR140,24,47,37
MIR141,59,42,7
MIR142,51,49,8
MIR143,6,29,73
MIR144,46,42,20
MIR145,6,29,73
MIR1468,5,19,84
MIR1469,31,56,21
MIR146A,5,30,73
MIR146B,6,55,47
MIR1470,24,48,36
MIR1471,18,61,29
MIR147A,19,37,52
MIR147B,18,56,34
MIR148A,53,39,16
MIR148B,38,61,9
MIR149,24,58,26
MIR150,35,48,25
MIR151A,78,25,5
MIR151B,33,41,34
MIR152,47,53,8
MIR153-1,20,59,29
MIR153-2,33,55,20
MIR1537,52,46,10
MIR1538,24,45,39
MIR1539,19,43,46
MIR154,35,37,36
MIR155,9,56,43
MIR155HG,9,56,43
MIR1587,3,16,89
MIR15A,5,30,73
MIR15B,94,14,0
MIR16-1,5,30,73
MIR16-2,94,14,0
MIR17,8,38,62
MIR17HG,8,38,62
MIR181A1,53,47,8
MIR181A1HG,53,47,8
MIR181A2,20,37,51
MIR181A2HG,20,37,51
MIR181B1,53,47,8
MIR181B2,20,37,51
MIR181C,23,48,37
MIR181D,23,48,37
MIR182,39,55,14
MIR1825,69,37,2
MIR1827,27,68,13
MIR183,39,55,14
MIR184,28,57,23
MIR185,58,39,11
MIR186,6,58,44
MIR187,29,45,34
MIR188,3,17,88
MIR18A,8,38,62
MIR18B,8,16,84
MIR1908,29,68,11
MIR1909,25,52,31
MIR190A,21,62,25
MIR190B,58,47,3
MIR191,2,17,89
MIR1910,20,40,48
MIR1911,6,14,88
MIR1912,6,14,88
MIR1913,19,60,29
MIR1914,57,39,12
MIR1915,26,47,35
MIR192,33,63,12
MIR193A,45,46,17
MIR193B,22,64,22
MIR193BHG,22,64,22
MIR194-1,51,47,10
MIR194-2,33,63,12
MIR194-2HG,33,63,12
MIR195,14,29,65
MIR196A1,47,53,8
MIR196A2,38,61,9
MIR196B,51,39,18
MIR197,5,44,59
MIR1972-1,28,35,45
MIR1972-2,28,35,45
MIR1973,5,46,57
MIR1976,10,56,42
MIR198,67,35,6
MIR199A1,20,49,39
MIR199A2,56,47,5
MIR199B,18,38,52
MIR19A,8,38,62
MIR19B1,8,38,62
MIR19B2,8,16,84
MIR200A,37,36,35
MIR200B,37,36,35
MIR200C,59,42,7
MIR202,19,53,36
MIR202HG,19,53,36
MIR203A,39,38,31
MIR203B,39,38,31
MIR204,17,37,54
MIR205,53,48,7
MIR2052,59,40,9
MIR2052HG,59,40,9
MIR2053,68,36,4
MIR2054,4,47,57
MIR205HG,53,48,7
MIR206,41,57,10
MIR208A,31,43,34
MIR208B,31,43,34
MIR20A,8,38,62
MIR20B,8,16,84
MIR21,50,51,7
MIR210,22,52,34
MIR210HG,22,52,34
MIR211,19,57,32
MIR2110,12,56,40
MIR2113,16,59,33
MIR2114,9,16,83
MIR2115,2,18,88
MIR2116,20,63,25
MIR2117,45,53,10
MIR212,16,28,64
MIR214,56,47,5
MIR215,51,47,10
MIR216A,70,36,2
MIR216B,70,36,2
MIR217,70,36,2
MIR217HG,71,36,1
MIR218-1,7,38,63
MIR218-2,4,29,75
MIR219A1,32,55,21
MIR219A2,18,38,52
MIR219B,18,38,52
MIR22,15,29,64
MIR221,3,16,89
MIR222,3,16,89
MIR223,6,17,85
MIR224,9,16,83
MIR2276,8,35,65
MIR2277,4,24,80
MIR2278,19,36,53
MIR22HG,15,29,64
MIR2355,31,62,15
MIR2392,32,41,35
MIR23A,23,48,37
MIR23B,19,36,53
MIR23C,4,15,89
MIR24-1,19,36,53
MIR24-2,23,48,37
MIR2467,20,61,27
MIR25,52,51,5
MIR2681,10,42,56
MIR2682,5,51,52
MIR26A1,5,21,82
MIR26A2,40,59,9
MIR26B,20,62,26
MIR27A,23,48,37
MIR27B,19,36,53
MIR28,97,10,1
MIR2861,18,38,52
MIR2909,42,51,15
MIR296,49,47,12
MIR297,3,47,58
MIR298,49,47,12
MIR299,36,36,36
MIR29A,39,54,15
MIR29B1,39,54,15
MIR29B2,51,50,7
MIR29C,51,50,7
MIR300,35,37,36
MIR301A,52,49,7
MIR301B,58,39,11
MIR302A,4,46,58
MIR302B,4,46,58
MIR302C,4,46,58
MIR302D,4,46,58
MIR302E,15,54,39
MIR302F,33,43,32
MIR3064,58,46,4
MIR3065,66,34,8
MIR3074,19,36,53
MIR30A,27,62,19
MIR30B,80,23,5
MIR30C1,15,66,27
MIR30C2,27,62,19
MIR30D,80,23,5
MIR30E,15,66,27
MIR31,7,21,80
MIR3115,10,57,41
MIR3116-1,6,63,39
MIR3116-2,6,63,39
MIR3117,5,61,42
MIR3118-1,22,18,68
MIR3118-2,25,47,36
MIR3118-3,25,47,36
MIR3118-4,25,47,36
MIR3119-1,56,47,5
MIR3119-2,56,47,5
MIR3120,56,47,5
MIR3121,58,43,7
MIR3122,51,50,7
MIR3123,52,47,9
MIR3124,51,48,9
MIR3125,62,42,4
MIR3126,65,42,1
MIR3127,54,53,1
MIR3128,47,56,5
MIR3129,41,58,9
MIR3130-1,32,61,15
MIR3130-2,32,61,15
MIR3131,21,58,29
MIR3132,20,59,29
MIR3133,20,60,28
MIR3134,6,20,82
MIR3135A,6,20,82
MIR3135B,32,53,23
MIR3136,1,16,91
MIR3137,95,13,0
MIR3138,7,38,63
MIR3139,6,41,61
MIR3140,3,41,64
MIR3141,6,30,72
MIR3142,5,30,73
MIR3142HG,5,30,73
MIR3143,34,53,21
MIR3144,17,60,31
MIR3145,19,58,31
MIR3146,54,38,16
MIR3147,59,37,12
MIR3148,12,26,70
MIR3149,61,38,9
MIR3150A,65,36,7
MIR3150B,65,36,7
MIR3151,70,34,4
MIR3152,12,22,74
MIR3153,18,36,54
MIR3154,18,38,52
MIR3155A,30,46,32
MIR3155B,30,46,32
MIR3156-1,19,50,39
MIR3156-2,42,38,28
MIR3156-3,22,18,68
MIR3157,6,54,48
MIR3158-1,5,58,45
MIR3158-2,5,58,45
MIR3159,25,52,31
MIR3160-1,23,62,23
MIR3160-2,23,62,23
MIR3161,25,60,23
MIR3162,31,67,10
MIR3163,37,60,11
MIR3164,42,56,10
MIR3165,38,56,14
MIR3166,27,59,22
MIR3167,19,60,29
MIR3168,8,29,71
MIR3169,9,30,69
MIR3170,10,39,59
MIR3171,33,39,36
MIR3173,32,41,35
MIR3174,31,59,18
MIR3175,30,59,19
MIR3176,40,50,18
MIR3177,23,58,27
MIR3178,33,56,19
MIR3179-1,23,62,23
MIR3179-2,23,62,23
MIR3179-3,23,62,23
MIR3179-4,23,62,23
MIR3180-1,23,62,23
MIR3180-2,23,62,23
MIR3180-3,23,62,23
MIR3180-4,23,62,23
MIR3180-5,45,46,17
MIR3181,16,54,38
MIR3182,20,41,47
MIR3183,19,24,65
MIR3184,44,44,20
MIR3185,47,53,8
MIR3186,66,35,7
MIR3187,31,48,29
MIR3188,28,48,32
MIR3189,29,46,33
MIR3190,36,46,26
MIR3191,36,46,26
MIR3192,52,47,9
MIR3193,71,36,1
MIR3194,50,47,11
MIR3195,48,46,14
MIR3196,57,37,14
MIR3197,5,56,47
MIR3198-1,57,39,12
MIR3198-2,38,61,9
MIR3199-1,53,44,11
MIR3199-2,53,44,11
MIR31HG,7,21,80
MIR32,19,36,53
MIR3200,54,41,13
MIR3201,49,40,19
MIR3202-1,10,15,83
MIR3202-2,10,15,83
MIR320A,11,23,74
MIR320B1,9,44,55
MIR320B2,51,47,10
MIR320C1,39,48,21
MIR320C2,35,48,25
MIR320D1,8,29,71
MIR320D2,9,16,83
MIR320E,36,46,26
MIR323A,36,36,36
MIR323B,35,37,36
MIR324,14,29,65
MIR325,6,20,82
MIR325HG,6,19,83
MIR326,33,58,17
MIR328,22,49,37
MIR329-1,36,36,36
MIR329-2,36,36,36
MIR330,39,46,23
MIR331,29,68,11
MIR335,38,56,14
MIR337,33,40,35
MIR338,66,34,8
MIR339,66,28,14
MIR33A,47,44,17
MIR33B,17,28,63
MIR340,6,29,73
MIR342,33,41,34
MIR345,33,41,34
MIR346,4,53,51
MIR34A,12,54,42
MIR34AHG,12,54,42
MIR34B,23,56,29
MIR34C,23,56,29
MIR3529,31,57,20
MIR3591,21,42,45
MIR3605,15,62,31
MIR3606,41,58,9
MIR3607,4,25,79
MIR3609,53,50,5
MIR361,5,18,85
MIR3610,72,33,3
MIR3611,30,48,30
MIR3612,27,66,15
MIR3613,5,30,73
MIR3614,48,51,9
MIR3615,59,45,4
MIR3616,52,44,12
MIR3617,51,45,12
MIR3618,58,39,11
MIR3619,51,40,17
MIR362,3,17,88
MIR3620,51,46,11
MIR3621,32,37,39
MIR3622A,10,24,74
MIR3622B,10,24,74
MIR363,8,16,84
MIR3646,52,45,11
MIR3648-1,26,29,53
MIR3649,59,42,7
MIR3650,91,17,0
MIR3651,19,35,54
MIR3652,30,66,12
MIR3653,54,42,12
MIR3654|chr11,28,67,13
MIR3654|chr7,40,54,14
MIR3655,7,30,71
MIR3656,21,58,29
MIR3657,29,66,13
MIR3658,57,45,6
MIR3659,15,64,29
MIR365A,22,64,22
MIR365B,45,46,17
MIR3660,3,25,80
MIR3661,6,28,74
MIR3662,22,55,31
MIR3663,12,54,42
MIR3663HG,12,54,42
MIR3664,40,55,13
MIR3665,7,39,62
MIR3666,44,53,11
MIR3667,47,42,19
MIR3668,18,58,32
MIR367,4,46,58
MIR3670-1,23,62,23
MIR3670-2,23,62,23
MIR3670-3,23,62,23
MIR3671,6,61,41
MIR3672,6,15,87
MIR3674,13,24,71
MIR3675,12,54,42
MIR3677,17,63,28
MIR3678,60,43,5
MIR3679,35,66,7
MIR3680-1,32,56,20
MIR3681,61,43,4
MIR3681HG,62,42,4
MIR3682,71,36,1
MIR3683,56,38,14
MIR3684,4,45,59
MIR3685,29,68,11
MIR3686,82,22,4
MIR3687-1,26,29,53
MIR3688-1,3,40,65
MIR3688-2,3,40,65
MIR3689A,16,39,53
MIR3689B,16,39,53
MIR3689C,16,39,53
MIR3689D1,16,39,53
MIR3689D2,16,39,53
MIR3689E,16,39,53
MIR3689F,16,39,53
MIR369,35,37,36
MIR3690|chrX,8,11,89
MIR3690|chrY,1,6,101
MIR3691,37,53,18
MIR3692,16,60,32
MIR370,34,39,35
MIR3713,24,62,22
MIR3714,6,20,82
MIR371A,38,46,24
MIR371B,38,46,24
MIR372,38,46,24
MIR373,38,46,24
MIR374A,7,19,82
MIR374B,7,19,82
MIR374C,7,19,82
MIR375,22,57,29
MIR376A1,35,37,36
MIR376A2,35,37,36
MIR376B,35,37,36
MIR376C,36,36,36
MIR377,35,37,36
MIR378A,5,30,73
MIR378B,6,21,81
MIR378C,13,56,39
MIR378D1,9,36,63
MIR378D2,65,36,7
MIR378E,4,30,74
MIR378F,11,56,41
MIR378G,3,55,50
MIR378H,6,30,72
MIR378I,47,44,17
MIR378J,44,49,15
MIR379,36,36,36
MIR380,36,36,36
MIR381,35,37,36
MIR381HG,35,37,36
MIR382,35,37,36
MIR383,10,23,75
MIR384,6,19,83
MIR3907,34,56,18
MIR3908,26,67,15
MIR3909,53,41,14
MIR3910-1,19,35,54
MIR3910-2,19,35,54
MIR3911,18,38,52
MIR3912,6,28,74
MIR3913-1,43,58,7
MIR3913-2,43,58,7
MIR3914-1,45,54,9
MIR3914-2,45,54,9
MIR3915,3,15,90
MIR3916,51,48,9
MIR3917,10,57,41
MIR3918,16,60,32
MIR3919,94,14,0
MIR3920,21,60,27
MIR3921,66,31,11
MIR3922,30,66,12
MIR3923,4,13,91
MIR3924,15,51,42
MIR3925,37,51,20
MIR3926-1,10,23,75
MIR3926-2,10,23,75
MIR3927,19,36,53
MIR3928,53,41,14
MIR3929,29,45,34
MIR3934,33,54,21
MIR3935,19,52,37
MIR3936,6,29,73
MIR3937,3,16,89
MIR3938,3,15,90
MIR3939,19,60,29
MIR3940,19,49,40
MIR3941,11,59,38
MIR3942,18,58,32
MIR3943,50,39,19
MIR3944,19,53,36
MIR3945,3,36,69
MIR3945HG,3,36,69
MIR3960,18,38,52
MIR3972,12,55,41
MIR3973,22,61,25
MIR3974,60,43,5
MIR3975,29,45,34
MIR3976,32,55,21
MIR3976HG,32,55,21
MIR3977,5,23,80
MIR3978,7,14,87
MIR409,35,37,36
MIR410,35,37,36
MIR411,36,36,36
MIR412,35,37,36
MIR421,7,19,82
MIR422A,22,62,24
MIR423,44,44,20
MIR424,8,16,84
MIR425,2,17,89
MIR4251,37,36,35
MIR4252,15,55,38
MIR4253,11,56,41
MIR4254,13,61,34
MIR4255,15,64,29
MIR4256,5,44,59
MIR4257,60,45,3
MIR4258,57,48,3
MIR4259,59,45,4
MIR4260,51,50,7
MIR4261,62,43,3
MIR4262,61,43,4
MIR4263,66,42,0
MIR4264,62,41,5
MIR4265,45,59,4
MIR4266,45,59,4
MIR4267,45,58,5
MIR4268,20,60,28
MIR4269,21,60,27
MIR4270,6,20,82
MIR4271,2,16,90
MIR4272,1,15,92
MIR4273,3,13,92
MIR4274,9,35,64
MIR4275,6,39,63
MIR4276,3,38,67
MIR4277,93,14,1
MIR4278,92,15,1
MIR4279,88,20,0
MIR4280,4,24,80
MIR4281,5,30,73
MIR4282,27,61,20
MIR4283-1,65,30,13
MIR4283-2,65,30,13
MIR4284,46,51,11
MIR4285,54,48,6
MIR4286,11,23,74
MIR4287,12,24,72
MIR4288,11,27,70
MIR4289,19,36,53
MIR429,37,36,35
MIR4290,18,36,54
MIR4290HG,18,36,54
MIR4291,19,35,54
MIR4292,30,39,39
MIR4293,30,49,29
MIR4294,17,50,41
MIR4295,12,56,40
MIR4296,12,57,39
MIR4297,14,55,39
MIR4298,15,51,42
MIR4299,21,53,34
MIR4300,26,61,21
MIR4300HG,27,59,22
MIR4301,21,57,30
MIR4302,64,38,6
MIR4303,28,68,12
MIR4304,24,70,14
MIR4305,8,28,72
MIR4306,11,39,58
MIR4307,32,41,35
MIR4307HG,32,41,35
MIR4308,31,43,34
MIR4309,36,36,36
MIR431,34,39,35
MIR4310,15,62,31
MIR4311,22,61,25
MIR4312,23,61,24
MIR4313,25,61,22
MIR4314,13,29,66
MIR4315-1,61,41,6
MIR4315-2,61,41,6
MIR4316,58,44,6
MIR4317,32,55,21
MIR4318,26,45,37
MIR4319,23,43,42
MIR432,34,39,35
MIR4320,19,44,45
MIR4321,30,47,31
MIR4322,19,50,39
MIR4323,43,43,22
MIR4324,35,48,25
MIR4325,48,47,13
MIR4326,61,34,13
MIR4327,9,58,41
MIR4328,8,19,81
MIR4329,6,14,88
MIR433,34,39,35
MIR4330,9,16,83
MIR4417,12,54,42
MIR4418,11,57,40
MIR4419A,10,57,41
MIR4419B,27,66,15
MIR4420,13,57,38
MIR4421,8,66,34
MIR4422,7,65,36
MIR4423,5,59,44
MIR4424,56,45,7
MIR4425,11,55,42
MIR4426|chr1,51,47,10
MIR4426|chr16,21,54,33
MIR4426|chr2,70,37,1
MIR4427,52,47,9
MIR4428,52,47,9
MIR4429,61,43,4
MIR4430,68,40,0
MIR4431,67,40,1
MIR4432,70,38,0
MIR4432HG,70,38,0
MIR4433A,66,42,0
MIR4433B,66,42,0
MIR4434,66,42,0
MIR4435-1,65,34,9
MIR4435-2,65,34,9
MIR4435-2HG,44,60,4
MIR4436A,64,39,5
MIR4436B1,45,58,5
MIR4437,45,57,6
MIR4438,23,60,25
MIR4439,17,60,31
MIR4440,21,60,27
MIR4441,21,60,27
MIR4442,5,21,82
MIR4443,2,18,88
MIR4444-1|chr2,47,57,4
MIR4444-1|chr3,2,15,91
MIR4445,62,34,12
MIR4446,64,35,9
MIR4447,63,32,13
MIR4448,98,9,1
MIR4449,22,48,38
MIR4450,16,44,48
MIR4451,10,46,52
MIR4452,8,47,53
MIR4453,3,41,64
MIR4454|chr1,51,47,10
MIR4454|chr10,31,45,32
MIR4454|chr4,3,38,67
MIR4454|chr5,81,7,20
MIR4454|chrX,8,14,86
MIR4455,3,36,69
MIR4456,91,15,2
MIR4457,92,15,1
MIR4458,93,14,1
MIR4458HG,93,14,1
MIR4459|chr11,35,60,13
MIR4459|chr5,14,23,71
MIR4459|chr6,19,58,31
MIR4460,5,29,74
MIR4461,6,29,73
MIR4462,38,50,20
MIR4463,24,61,23
MIR4464,18,65,25
MIR4465,17,58,33
MIR4466,17,60,31
MIR4467,55,47,6
MIR4468,38,55,15
MIR4469,54,37,17
MIR4470,57,38,13
MIR4471,68,36,4
MIR4472-1,75,27,6
MIR4472-2,27,68,13
MIR4473,11,20,77
MIR4474,10,21,77
MIR4475,28,21,59
MIR4476,28,21,59
MIR4477A|chr20,63,33,12
MIR4477A|chr9,27,13,68
MIR4478,21,36,51
MIR4479,26,40,42
MIR448,6,14,88
MIR4480,29,50,29
MIR4481,29,49,30
MIR4482,5,59,44
MIR4483,12,56,40
MIR4484,12,59,37
MIR4485,16,55,37
MIR4486,25,52,31
MIR4487,23,60,25
MIR4488,30,68,10
MIR4489,33,63,12
MIR4490,26,60,22
MIR4491,23,57,28
MIR4492,21,57,30
MIR4493,19,60,29
MIR4494,42,59,7
MIR4495,28,68,12
MIR4496,28,68,12
MIR4497,29,67,12
MIR4498,27,67,14
MIR4499,9,35,64
MIR449A,11,25,72
MIR449B,11,25,72
MIR449C,11,25,72
MIR4500,7,36,65
MIR4500HG,7,36,65
MIR4501,10,39,59
MIR4502,15,39,54
MIR4503,40,39,29
MIR4504,34,42,32
MIR4505,29,45,34
MIR4506,31,42,35
MIR4507,41,29,38
MIR4508,22,57,29
MIR4509-1,26,43,39
MIR4509-2,26,43,39
MIR450A1,8,16,84
MIR450A2,8,16,84
MIR450B,8,16,84
MIR4510,17,58,33
MIR4511,22,61,25
MIR4512,22,61,25
MIR4513,24,62,22
MIR4514,28,58,22
MIR4515,29,57,22
MIR4516,45,46,17
MIR4517,30,60,18
MIR4518,28,61,19
MIR4519,28,61,19
MIR451A,46,42,20
MIR451B,46,42,20
MIR452,9,16,83
MIR4520-1,13,30,65
MIR4520-2,13,30,65
MIR4521,13,29,66
MIR4522,48,39,21
MIR4523,45,43,20
MIR4524A,59,42,7
MIR4524B,59,42,7
MIR4525,53,41,14
MIR4526,31,55,22
MIR4527,22,44,42
MIR4528,20,44,44
MIR4529,22,42,44
MIR4530,57,37,14
MIR4531,43,45,20
MIR4532,48,46,14
MIR4533,49,45,14
MIR4534,53,42,13
MIR4535,47,41,20
MIR4536-1,4,16,88
MIR4537,41,29,38
MIR4538,41,29,38
MIR4539,41,29,38
MIR454,52,49,7
MIR4540,28,21,59
MIR455,18,35,55
MIR4632,13,54,41
MIR4633,5,29,74
MIR4634,5,29,74
MIR4635,92,15,1
MIR4636,93,14,1
MIR4637,91,15,2
MIR4638,14,23,71
MIR4639,35,54,19
MIR4640,34,53,21
MIR4641,41,51,16
MIR4642,42,51,15
MIR4643,18,63,27
MIR4644,18,63,27
MIR4645,37,53,18
MIR4646,32,53,23
MIR4647,42,51,15
MIR4648,62,32,14
MIR4649,50,39,19
MIR4650-1,52,46,10
MIR4651,50,48,10
MIR4652,56,48,4
MIR4653,51,50,7
MIR4654,57,47,4
MIR4655,54,38,16
MIR4656,56,38,14
MIR4657,50,39,19
MIR4658,52,51,5
MIR4659A,10,24,74
MIR4659B,10,24,74
MIR466,5,22,81
MIR4660,13,23,72
MIR4661,65,36,7
MIR4662A,77,27,4
MIR4662B,77,27,4
MIR4663,77,27,4
MIR4664,76,27,5
MIR4665,16,19,73
MIR4666A,56,42,10
MIR4666B,4,14,90
MIR4667,28,24,56
MIR4668,19,35,54
MIR4669,33,37,38
MIR4670,19,35,54
MIR4671,52,46,10
MIR4672,18,38,52
MIR4673,31,37,40
MIR4674,31,37,40
MIR4675,28,47,33
MIR4676,11,52,45
MIR4677,51,49,8
MIR4678,5,53,50
MIR4679-1,5,54,49
MIR4679-2,5,54,49
MIR4680,10,57,41
MIR4681,11,56,41
MIR4682,11,57,40
MIR4683,30,46,32
MIR4684,11,56,41
MIR4685,6,55,47
MIR4686,16,52,40
MIR4687,15,53,40
MIR4688,23,62,23
MIR4689,12,54,42
MIR4690,33,63,12
MIR4691,35,61,12
MIR4692,36,58,14
MIR4693,21,57,30
MIR4694,25,52,31
MIR4695,11,55,42
MIR4696,34,60,14
MIR4697,21,51,36
MIR4697HG,21,51,36
MIR4698,42,59,7
MIR4699,29,66,13
MIR4700,27,67,14
MIR4701,42,59,7
MIR4703,5,31,72
MIR4704,8,32,68
MIR4705,10,42,56
MIR4706,27,44,37
MIR4707,33,41,34
MIR4708,27,44,37
MIR4709,31,44,33
MIR4710,35,40,33
MIR4711,6,62,40
MIR4712,20,57,31
MIR4713,20,58,30
MIR4714,34,58,16
MIR4715,21,59,28
MIR4716,20,56,32
MIR4717,17,63,28
MIR4718,22,65,21
MIR4719,23,46,39
MIR4720,20,41,47
MIR4721,30,60,18
MIR4722,29,32,47
MIR4723,48,40,20
MIR4724,45,46,17
MIR4725,45,46,17
MIR4726,42,51,15
MIR4727,43,50,15
MIR4728,43,50,15
MIR4729,51,50,7
MIR4730,56,43,9
MIR4731,16,30,62
MIR4732,46,42,20
MIR4733,44,45,19
MIR4734,42,51,15
MIR4735,51,49,8
MIR4736,51,49,8
MIR4737,52,49,7
MIR4738,59,45,4
MIR4739,57,44,7
MIR4740,66,35,7
MIR4741,39,48,21
MIR4742,51,47,10
MIR4743,23,43,42
MIR4744,21,43,44
MIR4745,31,48,29
MIR4746,17,50,41
